id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled
5722,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2753.0,NO,0.0,0.0,0.0
5723,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2753.0,NO,0.0,0.0,0.0
5724,Ingeniería Industrial,Ingeniería Industrial,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2815.0,NO,0.0,0.0,0.0
5725,"Ingeniería Minera, Metalurgia y Petróleo",Ingeniería de Minas,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5726,Ingeniería Civil,Ingeniería Civil,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,3378.0,NO,0.0,0.0,0.0
5727,Arquitectura y Urbanismo,Arquitectura,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2313.0,NO,0.0,0.0,0.0
5728,Arquitectura y Urbanismo,Arquitectura y Diseño de Interiores,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2313.0,NO,0.0,0.0,0.0
5729,Arquitectura y Urbanismo,Arquitectura y Urbanismo,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,2313.0,NO,0.0,0.0,0.0
5730,Ecología y Medio Ambiente,Ingeniería Ambiental,Universidad Privada del Norte,Cajamarca    ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5731,Otras Carreras de Educación,Otras Carreras de Educación,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5732,Diseño,Diseño Industrial,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,6820.0,0.0,0.0,SI,0.0,0.0,0.0
5733,Psicología,Psicología,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5230.0,100.0,2102.0,SI,102.0,102.0,578.0
5734,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2327.0,SI,2.0,2.0,181.0
5735,Ciencias de la Comunicación,Comunicación Audiovisual y Medios Interactivos,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2327.0,SI,112.0,112.0,384.0
5736,Ciencias de la Comunicación,Comunicación y Periodismo,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2327.0,SI,19.0,19.0,127.0
5737,Ciencias de la Comunicación,Comunicación y Publicidad,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2327.0,SI,107.0,107.0,442.0
5738,Ciencias de la Comunicación,Comunicaciones,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2327.0,NO,0.0,0.0,0.0
5739,Administración de Empresas,Administración,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2593.0,SI,528.0,528.0,3508.0
5740,Administración de Empresas,Administración de Banca y Finanzas,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,6430.0,0.0,2593.0,SI,0.0,0.0,0.0
5741,Administración de Empresas,Ingeniería Empresarial,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2593.0,SI,192.0,192.0,1243.0
5742,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía y Gestión de Restaurantes,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,0.0,SI,48.0,48.0,172.0
5743,Marketing,Administración y Marketing,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2414.0,SI,169.0,169.0,1178.0
5744,Marketing,Marketing,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2414.0,NO,0.0,0.0,0.0
5745,Negocios Internacionales,Administración de Negocios Internacionales,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2253.0,SI,387.0,387.0,2235.0
5746,Economía,Economía ,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5140.0,0.0,0.0,SI,0.0,0.0,0.0
5747,Economía,Economía y Negocios Internacionales,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5140.0,100.0,0.0,SI,34.0,34.0,129.0
5748,Contabilidad y Finanzas,Contabilidad,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2194.0,NO,0.0,0.0,0.0
5749,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5140.0,100.0,2194.0,SI,535.0,535.0,2678.0
5750,Derecho,Derecho,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2343.0,NO,0.0,0.0,0.0
5751,Derecho,Derecho y Ciencias Políticas,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,6.0,5350.0,100.0,2343.0,SI,341.0,341.0,1223.0
5752,Geología,Ingeniería Geológica,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,4820.0,0.0,0.0,SI,0.0,0.0,0.0
5753,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,0.0,2753.0,SI,0.0,0.0,0.0
5754,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,,100.0,2753.0,SI,109.0,109.0,109.0
5755,Ingeniería Industrial,Ingeniería Industrial,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2815.0,SI,881.0,881.0,5238.0
5756,Ingeniería en Agroindustria,Ingeniería Agroindustrial,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,0.0,SI,43.0,43.0,101.0
5757,Ingeniería Electrónica,Ingeniería Electrónica,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5530.0,100.0,0.0,SI,27.0,27.0,47.0
5758,Ingeniería Mecánica,Ingeniería Mecatrónica,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,7090.0,0.0,0.0,SI,0.0,0.0,0.0
5759,"Ingeniería Minera, Metalurgia y Petróleo",Ingeniería de Minas,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5530.0,100.0,0.0,SI,236.0,236.0,790.0
5760,Ingeniería Civil,Ingeniería Civil,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5530.0,100.0,3378.0,SI,446.0,446.0,2055.0
5761,Arquitectura y Urbanismo,Arquitectura,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,0.0,2313.0,SI,0.0,0.0,126.0
5762,Arquitectura y Urbanismo,Arquitectura y Diseño de Interiores,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2313.0,SI,179.0,179.0,977.0
5763,Arquitectura y Urbanismo,Arquitectura y Gestión de Proyectos,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2313.0,SI,53.0,53.0,248.0
5764,Arquitectura y Urbanismo,Arquitectura y Urbanismo,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5350.0,100.0,2313.0,SI,74.0,74.0,485.0
5765,Ecología y Medio Ambiente,Ingeniería Ambiental,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,5530.0,100.0,0.0,SI,131.0,131.0,558.0
5766,Nutrición,Nutrición y Dietética,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,6820.0,0.0,0.0,SI,0.0,0.0,0.0
5767,Enfermería,Enfermería,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,6540.0,0.0,0.0,SI,0.0,0.0,0.0
5768,Tecnología Médica,Terapia Física y Rehabilitación,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,6820.0,0.0,0.0,SI,0.0,0.0,0.0
5769,Obstetricia,Obstetricia,Universidad Privada del Norte,La Libertad  ,Universidad,Privada,5.0,6540.0,0.0,0.0,SI,0.0,0.0,0.0
5770,Otras Carreras de Educación,Otras Carreras de Educación,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5771,Diseño,Diseño Industrial,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5772,Psicología,Psicología,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2102.0,NO,0.0,0.0,0.0
5773,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2327.0,NO,0.0,0.0,0.0
5774,Ciencias de la Comunicación,Comunicación Audiovisual y Medios Interactivos,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2327.0,NO,0.0,0.0,0.0
5775,Ciencias de la Comunicación,Comunicación y Periodismo,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2327.0,NO,0.0,0.0,0.0
5776,Ciencias de la Comunicación,Comunicación y Publicidad,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2327.0,NO,0.0,0.0,0.0
5777,Administración de Empresas,Administración,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2593.0,NO,0.0,0.0,0.0
5778,Administración de Empresas,Administración de Banca y Finanzas,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2593.0,NO,0.0,0.0,0.0
5779,Administración de Empresas,Ingeniería Empresarial,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2593.0,NO,0.0,0.0,0.0
5780,Marketing,Administración y Marketing,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2414.0,NO,0.0,0.0,0.0
5781,Negocios Internacionales,Administración de Negocios Internacionales,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2253.0,NO,0.0,0.0,0.0
5782,Economía,Economía y Negocios Internacionales,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5783,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2194.0,NO,0.0,0.0,0.0
5784,Derecho,Derecho y Ciencias Políticas,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2343.0,NO,0.0,0.0,0.0
5785,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2753.0,NO,0.0,0.0,0.0
5786,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2753.0,NO,0.0,0.0,0.0
5787,Ingeniería Industrial,Ingeniería Industrial,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2815.0,NO,0.0,0.0,0.0
5788,Ingeniería Electrónica,Ingeniería Electrónica,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5789,Ingeniería Mecánica,Ingeniería Mecatrónica,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5790,Ingeniería Civil,Ingeniería Civil,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,3378.0,NO,0.0,0.0,0.0
5791,Arquitectura y Urbanismo,Arquitectura,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2313.0,NO,0.0,0.0,0.0
5792,Arquitectura y Urbanismo,Arquitectura y Diseño de Interiores,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2313.0,NO,0.0,0.0,0.0
5793,Arquitectura y Urbanismo,Arquitectura y Gestión de Proyectos,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2313.0,NO,0.0,0.0,0.0
5794,Arquitectura y Urbanismo,Arquitectura y Urbanismo,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,2313.0,NO,0.0,0.0,0.0
5795,Ecología y Medio Ambiente,Ingeniería Ambiental,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5796,Nutrición,Nutrición y Dietética,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5797,Enfermería,Enfermería,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5798,Tecnología Médica,Terapia Física y Rehabilitación,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5799,Obstetricia,Obstetricia,Universidad Privada del Norte,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5800,Psicología,Psicología,Universidad Privada Juan Mejía Baca,Lambayeque   ,Universidad,Privada,5.0,,84.0,0.0,SI,79.0,93.0,478.0
5801,Administración de Empresas,Ingeniería Comercial,Universidad Privada Juan Mejía Baca,Lambayeque   ,Universidad,Privada,5.0,,69.0,1563.0,SI,29.0,42.0,387.0
5802,"Administración de Servicios Turísticos, Hotelería y Gastronomía","Administración en Turismo, Hotelería y Gastronomía",Universidad Privada Juan Mejía Baca,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5803,Ingeniería de Telecomunicaciones,Ingeniería en Teleinformática,Universidad Privada Juan Mejía Baca,Lambayeque   ,Universidad,Privada,5.0,,0.0,0.0,SI,0.0,4.0,56.0
5804,Administración de Empresas,Administración de Empresas,Universidad Privada Leonardo Da Vinci,La Libertad  ,Universidad,Privada,5.0,,60.0,0.0,SI,46.0,76.0,309.0
5805,Marketing,Marketing y Negocios Internacionales,Universidad Privada Leonardo Da Vinci,La Libertad  ,Universidad,Privada,5.0,,0.0,0.0,SI,0.0,0.0,58.0
5806,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad Privada Leonardo Da Vinci,La Libertad  ,Universidad,Privada,5.0,,69.0,0.0,SI,18.0,26.0,309.0
5807,Derecho,Derecho,Universidad Privada Leonardo Da Vinci,La Libertad  ,Universidad,Privada,5.0,,64.0,0.0,SI,9.0,14.0,14.0
5808,Economía,Economía ,Universidad Privada Líder Peruana,Cusco        ,Universidad,Privada,5.0,,93.0,0.0,SI,46.0,49.0,131.0
5809,Contabilidad y Finanzas,Contabilidad,Universidad Privada Líder Peruana,Cusco        ,Universidad,Privada,5.0,,77.0,0.0,SI,17.0,22.0,69.0
5810,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad Privada Líder Peruana,Cusco        ,Universidad,Privada,5.0,,94.0,0.0,SI,34.0,36.0,71.0
5811,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad Privada San Carlos,Puno         ,Universidad,Privada,5.0,2000.0,96.0,0.0,SI,439.0,456.0,1203.0
5812,Derecho,Derecho,Universidad Privada San Carlos,Puno         ,Universidad,Privada,6.0,2000.0,97.0,0.0,SI,312.0,321.0,661.0
5813,Ingeniería de Sistemas y Cómputo,Ingeniería Informática,Universidad Privada San Carlos,Puno         ,Universidad,Privada,5.0,2240.0,84.0,0.0,SI,16.0,19.0,38.0
5814,Ecología y Medio Ambiente,Ingeniería Ambiental,Universidad Privada San Carlos,Puno         ,Universidad,Privada,5.0,2640.0,99.0,0.0,SI,556.0,561.0,1400.0
5815,Enfermería,Enfermería,Universidad Privada San Carlos,Puno         ,Universidad,Privada,5.0,2320.0,97.0,0.0,SI,228.0,233.0,526.0
5816,Psicología,Psicología,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5817,Administración de Empresas,Administración de Negocios,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,2372.0,NO,0.0,0.0,0.0
5818,"Administración de Servicios Turísticos, Hotelería y Gastronomía","Turismo, Hotelería y Gastronomía",Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5819,Contabilidad y Finanzas,Contabilidad,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,2367.0,NO,0.0,0.0,0.0
5820,Derecho,Derecho,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,2360.0,NO,0.0,0.0,0.0
5821,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,3327.0,NO,0.0,0.0,0.0
5822,Ingeniería en Agroindustria,Ingeniería Agroindustrial,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5823,Ingeniería Civil,Ingeniería Civil,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5824,Veterinaria,Medicina Veterinaria y Zootecnia,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5825,Medicina,Medicina Humana,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,4290.0,NO,0.0,0.0,0.0
5826,Odontología,Estomatología,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5827,Enfermería,Enfermería,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,2106.0,NO,0.0,0.0,0.0
5828,Tecnología Médica,Terapia Física y Rehabilitación,Universidad Privada San Juan Bautista,Ica          ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5829,Psicología,Psicología,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5830,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,100.0,2136.0,SI,52.0,52.0,205.0
5831,Administración de Empresas,Administración de Negocios,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,77.0,2372.0,SI,44.0,57.0,224.0
5832,"Administración de Servicios Turísticos, Hotelería y Gastronomía","Turismo, Hotelería y Gastronomía",Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5833,Contabilidad y Finanzas,Contabilidad,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,83.0,2367.0,SI,45.0,54.0,154.0
5834,Derecho,Derecho,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,6.0,,100.0,2360.0,SI,11.0,11.0,34.0
5835,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,96.0,3327.0,SI,30.0,31.0,184.0
5836,Ingeniería Civil,Ingeniería Civil,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,100.0,0.0,SI,27.0,27.0,24.0
5837,Medicina,Medicina Humana,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,7.0,,94.0,4290.0,SI,152.0,161.0,1966.0
5838,Odontología,Estomatología,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,84.0,0.0,SI,33.0,39.0,254.0
5839,Enfermería,Enfermería,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,93.0,2106.0,SI,60.0,64.0,256.0
5840,Tecnología Médica,Laboratorio y Anatomía Patológica,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,85.0,0.0,SI,17.0,20.0,48.0
5841,Tecnología Médica,Terapia Física y Rehabilitación,Universidad Privada San Juan Bautista,Lima         ,Universidad,Privada,5.0,,97.0,0.0,SI,45.0,46.0,109.0
5842,Derecho,Derecho y Ciencias Políticas,Universidad Privada Sergio Bernales,Lima         ,Universidad,Privada,6.0,,100.0,0.0,SI,225.0,225.0,848.0
5843,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Privada Sergio Bernales,Lima         ,Universidad,Privada,5.0,,100.0,0.0,SI,93.0,93.0,379.0
5844,Obstetricia,Obstetricia,Universidad Privada Sergio Bernales,Lima         ,Universidad,Privada,5.0,,100.0,0.0,SI,325.0,325.0,1265.0
5845,Administración de Empresas,Administración de Empresas,Universidad Privada Sise,Lima         ,Universidad,Privada,5.0,6900.0,90.0,0.0,SI,171.0,190.0,178.0
5846,Marketing,Marketing y Publicidad,Universidad Privada Sise,Lima         ,Universidad,Privada,5.0,6900.0,91.0,0.0,SI,79.0,86.0,112.0
5847,Negocios Internacionales,Administración de Negocios Internacionales,Universidad Privada Sise,Lima         ,Universidad,Privada,5.0,6900.0,89.0,0.0,SI,150.0,167.0,167.0
5848,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad Privada Sise,Lima         ,Universidad,Privada,5.0,6900.0,90.0,0.0,SI,139.0,154.0,139.0
5849,Psicología,Psicología,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,97.0,0.0,SI,1237.0,1267.0,0.0
5850,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,95.0,0.0,SI,67.0,70.0,0.0
5851,Administración de Empresas,Administración,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,98.0,2706.0,SI,2682.0,2730.0,0.0
5852,Administración de Empresas,Administración de Negocios Turísticos,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,97.0,2706.0,SI,115.0,118.0,0.0
5853,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Gastronomía,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,98.0,1436.0,SI,52.0,53.0,0.0
5854,Marketing,Marketing,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,100.0,0.0,SI,2.0,2.0,0.0
5855,Economía,Economía ,Universidad Privada Telesup,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5856,Contabilidad y Finanzas,Contabilidad,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,99.0,2087.0,SI,1745.0,1760.0,0.0
5857,Derecho,Derecho,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,98.0,0.0,SI,1122.0,1135.0,0.0
5858,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,98.0,3232.0,SI,885.0,901.0,0.0
5859,Ingeniería de Telecomunicaciones,Ingeniería de Telecomunicaciones,Universidad Privada Telesup,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5860,Ingeniería Industrial,Ingeniería Industrial,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,98.0,0.0,SI,70.0,71.0,0.0
5861,Ingeniería en Agroindustria,Ingeniería Agroindustrial,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,0.0,2714.0,SI,0.0,0.0,0.0
5862,Ingeniería Electrónica,Ingeniería Electrónica,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,0.0,0.0,SI,0.0,0.0,0.0
5863,Ingeniería Civil,Ingeniería Civil,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,97.0,0.0,SI,46.0,47.0,0.0
5864,Arquitectura y Urbanismo,Arquitectura,Universidad Privada Telesup,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5865,Medicina,Medicina Humana,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,98.0,0.0,SI,556.0,567.0,0.0
5866,Nutrición,Nutrición,Universidad Privada Telesup,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5867,Odontología,Odontología,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,90.0,0.0,SI,49.0,54.0,0.0
5868,Enfermería,Enfermería,Universidad Privada Telesup,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5869,Obstetricia,Obstetricia,Universidad Privada Telesup,Lima         ,Universidad,Privada,5.0,,50.0,0.0,SI,1.0,2.0,0.0
5870,Otras Carreras de Educación,Educación,Universidad Ricardo Palma,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5871,Idiomas,Traducción e Interpretación,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,81.0,2858.0,SI,200.0,246.0,740.0
5872,Psicología,Psicología,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,78.0,2789.0,SI,122.0,155.0,571.0
5873,Administración de Empresas,Administración y Gerencia,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,70.0,3144.0,SI,328.0,466.0,2055.0
5874,"Administración de Servicios Turísticos, Hotelería y Gastronomía","Turismo, Hotelería y Gastronomía",Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,88.0,2320.0,SI,54.0,61.0,360.0
5875,Negocios Internacionales,Administración de Negocios Globales,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,14000.0,85.0,3417.0,SI,138.0,162.0,841.0
5876,Economía,Economía ,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,84.0,3274.0,SI,33.0,39.0,117.0
5877,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,72.0,3603.0,SI,158.0,217.0,934.0
5878,Derecho,Derecho,Universidad Ricardo Palma,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
5879,Biología,Biología,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,77.0,2509.0,SI,41.0,53.0,277.0
5880,Ingeniería de Sistemas y Cómputo,Ingeniería Informática,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,84.0,4159.0,SI,70.0,83.0,370.0
5881,Ingeniería Industrial,Ingeniería Industrial,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,80.0,3558.0,SI,241.0,298.0,1104.0
5882,Ingeniería Electrónica,Ingeniería Electrónica,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,104.0,4054.0,SI,45.0,43.0,198.0
5883,Ingeniería Mecánica,Ingeniería Mecatrónica,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,85.0,3559.0,SI,75.0,88.0,296.0
5884,Ingeniería Civil,Ingeniería Civil,Universidad Ricardo Palma,Lima         ,Universidad,Privada,5.0,,54.0,4206.0,SI,357.0,651.0,1908.0
5885,Arquitectura y Urbanismo,Arquitectura,Universidad Ricardo Palma,Lima         ,Universidad,Privada,0.0,0.0,0.0,3356.0,NO,0.0,0.0,0.0
