id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled,duration_imputed_flag,monthly_income_imputed_flag,annual_cost_imputed_flag,admission_rate_imputed_flag,duration_years_imputed,monthly_income_imputed,annual_cost_imputed,admission_rate_imputed,income_score,admission_score,cost_score,duration_score
40,Educación Primaria,Educación Primaria,Abraham Valdelomar,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.16202387720295622,0.002687296416938111,0.9926221948970181,0.9433962264150944
41,Educación Secundaria,Educación Secundaria - Matemática,Abraham Valdelomar,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,240.0,94.0,0.12279704377487209,0.003827361563517915,0.9926221948970181,0.9433962264150944
42,Educación Física,Educación Física,Abraham Valdelomar,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2417.0,260.0,99.0,0.2495736213757817,0.004030944625407166,0.992007377805103,0.9433962264150944
43,Ciencias de la Computación,Computación e Informática,Abraham Valdelomar,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2156.0,300.0,89.0,0.20011370096645822,0.0036237785016286646,0.9907777436212727,0.9811320754716981
44,Administración de Empresas,Administración de Empresas,Acción Comunitaria,Callao       ,Instituto,Privada,3.0,1470.0,36.0,0.0,SI,35.0,95.0,143.0,False,True,False,False,3.0,1985.0,1470.0,36.0,0.16770892552586697,0.0014657980456026058,0.9548109437442361,0.9811320754716981
45,Secretariado,Secretariado Ejecutivo,Acip,San Martín   ,Instituto,Privada,3.0,1520.0,76.0,0.0,SI,20.0,26.0,42.0,False,True,False,False,3.0,1660.0,1520.0,76.0,0.10612090202766723,0.003094462540716612,0.9532739010144482,0.9811320754716981
46,Contabilidad y Finanzas,Contabilidad,Acip,San Martín   ,Instituto,Privada,3.0,0.0,0.0,0.0,NO,0.0,0.0,30.0,False,True,True,True,3.0,1729.5,300.0,83.0,0.1192912639757438,0.0033794788273615634,0.9907777436212727,0.9811320754716981
47,Ciencias de la Computación,Computación e Informática,Acomayo,Cusco        ,Instituto,Pública,3.0,160.0,100.0,0.0,SI,28.0,28.0,48.0,False,True,False,False,3.0,2156.0,160.0,100.0,0.20011370096645822,0.004071661237785016,0.9950814632646787,0.9811320754716981
48,Ciencias de la Computación,Computación e Informática,Acora,Puno         ,Instituto,Pública,3.0,170.0,56.0,0.0,SI,39.0,69.0,123.0,False,True,False,False,3.0,2156.0,170.0,56.0,0.20011370096645822,0.002280130293159609,0.9947740547187212,0.9811320754716981
49,Agropecuaria,Producción Agropecuaria,Acora,Puno         ,Instituto,Pública,3.0,170.0,83.0,0.0,SI,20.0,24.0,52.0,False,True,False,False,3.0,2366.0,170.0,83.0,0.23990903922683343,0.0033794788273615634,0.9947740547187212,0.9811320754716981
50,Enfermería,Enfermería Técnica,Acora,Puno         ,Instituto,Pública,3.0,170.0,100.0,0.0,SI,29.0,29.0,69.0,False,True,False,False,3.0,1332.0,170.0,100.0,0.04396437369717643,0.004071661237785016,0.9947740547187212,0.9811320754716981
51,Educación Inicial,Educación Inicial,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.0648095508811825,0.003094462540716612,0.992007377805103,0.9433962264150944
52,Educación Primaria,Educación Primaria,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.16202387720295622,0.002687296416938111,0.9926221948970181,0.9433962264150944
53,Educación Secundaria,Educación Secundaria - Matemática,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,240.0,94.0,0.12279704377487209,0.003827361563517915,0.9926221948970181,0.9433962264150944
54,Educación Física,Educación Física,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2417.0,260.0,99.0,0.2495736213757817,0.004030944625407166,0.992007377805103,0.9433962264150944
55,Idiomas,Idiomas,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2005.0,1400.0,97.5,0.1714989577411408,0.003969869706840391,0.9569628035659391,0.9811320754716981
56,Administración de Empresas,Administración de Negocios,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,92.0,0.0,SI,77.0,83.0,85.0,False,True,False,False,3.0,1985.0,1370.0,92.0,0.16770892552586697,0.003745928338762215,0.9578850292038119,0.9811320754716981
57,Secretariado,Secretariado Ejecutivo Bilingüe,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,92.0,0.0,SI,77.0,83.0,17.0,False,True,False,False,3.0,1660.0,1370.0,92.0,0.10612090202766723,0.003745928338762215,0.9578850292038119,0.9811320754716981
58,Contabilidad y Finanzas,Contabilidad,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,92.0,0.0,SI,77.0,83.0,38.0,False,True,False,False,3.0,1729.5,1370.0,92.0,0.1192912639757438,0.003745928338762215,0.9578850292038119,0.9811320754716981
59,Ciencias de la Computación,Computación e Informática,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,92.0,0.0,SI,77.0,83.0,40.0,False,True,False,False,3.0,2156.0,1370.0,92.0,0.20011370096645822,0.003745928338762215,0.9578850292038119,0.9811320754716981
60,Ciencias de la Computación,Computación e Informática,Ada A. Byron,Ica          ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2156.0,300.0,89.0,0.20011370096645822,0.0036237785016286646,0.9907777436212727,0.9811320754716981
61,Enfermería,Enfermería Técnica,Ada A. Byron,Ica          ,Instituto,Privada,3.0,1370.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,1332.0,1370.0,92.0,0.04396437369717643,0.003745928338762215,0.9578850292038119,0.9811320754716981
62,Administración de Empresas,Administración,Administracion y Negocios,Lima         ,Instituto,Privada,3.0,7800.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,1985.0,7800.0,91.0,0.16770892552586697,0.003705211726384365,0.7602213341530895,0.9811320754716981
63,Contabilidad y Finanzas,Contabilidad,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,220.0,44.0,0.0,SI,40.0,90.0,106.0,False,True,False,False,3.0,1729.5,220.0,44.0,0.1192912639757438,0.0017915309446254071,0.9932370119889333,0.9811320754716981
64,Ciencias de la Computación,Computación e Informática,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,220.0,80.0,0.0,SI,40.0,50.0,96.0,False,True,False,False,3.0,2156.0,220.0,80.0,0.20011370096645822,0.003257328990228013,0.9932370119889333,0.9811320754716981
65,Ingeniería Eléctrica,Electrotécnia Industrial,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,61.0,0.0,SI,40.0,65.0,94.0,False,True,False,False,3.0,3655.0,330.0,61.0,0.48417661550123176,0.00248371335504886,0.9898555179834,0.9811320754716981
66,Ingeniería Electrónica,Electrónica Industrial,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,71.0,0.0,SI,27.0,38.0,84.0,False,True,False,False,3.0,1819.0,330.0,71.0,0.13625165813909418,0.0028908794788273617,0.9898555179834,0.9811320754716981
67,Ingeniería Mecánica,Mecánica Automotriz,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,76.0,0.0,SI,23.0,30.0,73.0,False,True,False,False,3.0,2135.0,330.0,76.0,0.1961341671404207,0.003094462540716612,0.9898555179834,0.9811320754716981
68,Ingeniería Mecánica,Mecánica de Producción,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,58.0,0.0,SI,40.0,68.0,99.0,False,True,False,False,3.0,2135.0,330.0,58.0,0.1961341671404207,0.0023615635179153093,0.9898555179834,0.9811320754716981
69,Ingeniería Civil,Construcción Civil,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,56.0,0.0,SI,40.0,71.0,101.0,False,True,False,False,3.0,2510.0,330.0,56.0,0.26719727117680503,0.002280130293159609,0.9898555179834,0.9811320754716981
70,Farmacia y Bioquímica,Farmacia,Adolfo Vienrich,Junín        ,Instituto,Pública,3.0,330.0,84.0,0.0,SI,37.0,44.0,97.0,False,True,False,False,3.0,1272.0,330.0,84.0,0.03259427705135494,0.0034201954397394137,0.9898555179834,0.9811320754716981
71,Suboficiales de las Fuerzas Armadas,Defensa Aérea,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,72.0,0.0,NO,29.0,40.0,29.0,False,True,True,False,3.0,1100.0,0.0,72.0,0.0,0.0029315960912052116,1.0,0.9811320754716981
72,Suboficiales de las Fuerzas Armadas,Fuerzas Especiales,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,85.0,0.0,NO,30.0,35.0,30.0,False,True,True,False,3.0,1100.0,0.0,85.0,0.0,0.0034609120521172636,1.0,0.9811320754716981
73,Suboficiales de las Fuerzas Armadas,Inteligencia,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,1100.0,0.0,78.5,0.0,0.0031962540716612376,1.0,0.9811320754716981
74,Suboficiales de las Fuerzas Armadas,Seguridad e Instrucción Militar,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,1100.0,0.0,78.5,0.0,0.0031962540716612376,1.0,0.9811320754716981
75,Administración de Empresas,Abastecimiento,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,60.0,0.0,NO,18.0,30.0,18.0,False,True,True,False,3.0,1985.0,1665.0,60.0,0.16770892552586697,0.0024429967426710096,0.9488164770980634,0.9811320754716981
76,Otras Carreras de Administración,Administrativo,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,66.0,0.0,NO,16.0,24.0,16.0,False,True,True,False,3.0,2651.0,7452.0,66.0,0.2939169982944855,0.002687296416938111,0.7709191515524132,0.9811320754716981
77,Contabilidad y Finanzas,Finanzas,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,64.0,0.0,NO,16.0,25.0,16.0,False,True,True,False,3.0,1729.5,300.0,64.0,0.1192912639757438,0.0026058631921824105,0.9907777436212727,0.9811320754716981
78,Meteorología,Meteorología,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,60.0,0.0,NO,17.0,28.0,0.0,False,True,True,False,3.0,1100.0,0.0,60.0,0.0,0.0024429967426710096,1.0,0.9811320754716981
79,Ciencias de la Computación,Informática,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,60.0,0.0,NO,15.0,25.0,15.0,False,True,True,False,3.0,2156.0,300.0,60.0,0.20011370096645822,0.0024429967426710096,0.9907777436212727,0.9811320754716981
80,Ingeniería Mecánica,"Mantenimiento de Motores, Hélices y Unidad de Potencia Auxiliar",Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,2135.0,240.0,91.0,0.1961341671404207,0.003705211726384365,0.9926221948970181,0.9811320754716981
81,Ingeniería Mecánica,Mantenimiento de Vehículos Motorizados y Equipos Contra Incendio,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,2135.0,240.0,91.0,0.1961341671404207,0.003705211726384365,0.9926221948970181,0.9811320754716981
82,Ingeniería Mecánica,Mantenimiento y Operación de Armamento y Equipos Auxiliares,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,2135.0,240.0,91.0,0.1961341671404207,0.003705211726384365,0.9926221948970181,0.9811320754716981
83,Ingeniería Civil,Aerofotografía,Aeronautico Suboficial Maestro 2Da Fap Manuel Polo Jimenez,Lima         ,Instituto,Pública,3.0,0.0,65.0,0.0,NO,15.0,23.0,15.0,False,True,True,False,3.0,2510.0,240.0,65.0,0.26719727117680503,0.0026465798045602605,0.9926221948970181,0.9811320754716981
84,Zootecnia,Zootecnia,Agrario Del Sur,Arequipa     ,Instituto,Privada,3.0,,100.0,0.0,SI,100.0,100.0,200.0,False,True,True,False,3.0,2530.0,200.0,100.0,0.2709873033920788,0.004071661237785016,0.9938518290808485,0.9811320754716981
85,Agropecuaria,Producción Agropecuaria,Agrario Del Sur,Arequipa     ,Instituto,Privada,3.0,,100.0,0.0,SI,100.0,100.0,200.0,False,True,True,False,3.0,2366.0,150.0,100.0,0.23990903922683343,0.004071661237785016,0.9953888718106363,0.9811320754716981
86,Educación Inicial,Educación Inicial,Agustín Bocanegra Y Prada,Ica          ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.0648095508811825,0.003094462540716612,0.992007377805103,0.9433962264150944
87,Educación Primaria,Educación Primaria,Agustín Bocanegra Y Prada,Ica          ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.16202387720295622,0.002687296416938111,0.9926221948970181,0.9433962264150944
88,Idiomas,Idiomas,Agustín Bocanegra Y Prada,Ica          ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2005.0,1400.0,97.5,0.1714989577411408,0.003969869706840391,0.9569628035659391,0.9811320754716981
89,Ciencias de la Computación,Computación e Informática,Agustín Bocanegra Y Prada,Ica          ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2156.0,300.0,89.0,0.20011370096645822,0.0036237785016286646,0.9907777436212727,0.9811320754716981
90,Agropecuaria,Producción Agropecuaria,Agustín Haya De La Torre,Áncash       ,Instituto,Pública,3.0,140.0,100.0,0.0,SI,22.0,22.0,41.0,False,True,False,False,3.0,2366.0,140.0,100.0,0.23990903922683343,0.004071661237785016,0.995696280356594,0.9811320754716981
91,Enfermería,Enfermería Técnica,Agustín Haya De La Torre,Áncash       ,Instituto,Pública,3.0,140.0,89.0,0.0,SI,35.0,39.0,83.0,False,True,False,False,3.0,1332.0,140.0,89.0,0.04396437369717643,0.0036237785016286646,0.995696280356594,0.9811320754716981
92,Agropecuaria,Producción Agropecuaria,Aija,Áncash       ,Instituto,Pública,3.0,20.0,86.0,0.0,SI,20.0,23.0,20.0,False,True,False,False,3.0,2366.0,20.0,86.0,0.23990903922683343,0.003501628664495114,0.9993851829080849,0.9811320754716981
93,Secretariado,Secretariado Ejecutivo,Alas Peruanas,Lambayeque   ,Instituto,Privada,3.0,1280.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,1660.0,1280.0,95.0,0.10612090202766723,0.0038680781758957655,0.9606517061174301,0.9811320754716981
94,Ciencias de la Computación,Computación e Informática,Alas Peruanas,Lambayeque   ,Instituto,Privada,3.0,1280.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,2156.0,1280.0,89.0,0.20011370096645822,0.0036237785016286646,0.9606517061174301,0.9811320754716981
95,Enfermería,Enfermería Técnica,Alas Peruanas,Lambayeque   ,Instituto,Privada,3.0,1280.0,0.0,0.0,NO,0.0,0.0,0.0,False,True,False,True,3.0,1332.0,1280.0,92.0,0.04396437369717643,0.003745928338762215,0.9606517061174301,0.9811320754716981
96,Administración de Empresas,Administración,Alas Peruanas - Arequipa,Arequipa     ,Instituto,Privada,3.0,1960.0,90.0,0.0,NO,72.0,80.0,174.0,False,True,False,False,3.0,1985.0,1960.0,90.0,0.16770892552586697,0.0036644951140065146,0.9397479249923147,0.9811320754716981
97,Contabilidad y Finanzas,Contabilidad,Alas Peruanas - Arequipa,Arequipa     ,Instituto,Privada,3.0,1960.0,94.0,0.0,NO,49.0,52.0,191.0,False,True,False,False,3.0,1729.5,1960.0,94.0,0.1192912639757438,0.003827361563517915,0.9397479249923147,0.9811320754716981
98,Ciencias de la Computación,Computación,Alas Peruanas - Arequipa,Arequipa     ,Instituto,Privada,3.0,1960.0,100.0,0.0,NO,27.0,27.0,43.0,False,True,False,False,3.0,2156.0,1960.0,100.0,0.20011370096645822,0.004071661237785016,0.9397479249923147,0.9811320754716981
99,Odontología,Prótesis Dental,Alas Peruanas - Arequipa,Arequipa     ,Instituto,Privada,3.0,1960.0,70.0,0.0,NO,7.0,10.0,7.0,False,True,False,False,3.0,1245.0,1960.0,70.0,0.027477733560735268,0.0028501628664495114,0.9397479249923147,0.9811320754716981
100,Contabilidad y Finanzas,Contabilidad Computarizada,Alas Peruanas - Chincha,Ica          ,Instituto,Privada,3.0,,70.0,0.0,SI,7.0,10.0,12.0,False,True,True,False,3.0,1729.5,300.0,70.0,0.1192912639757438,0.0028501628664495114,0.9907777436212727,0.9811320754716981
101,Ciencias de la Computación,Computación e Informática,Alas Peruanas - Chincha,Ica          ,Instituto,Privada,3.0,,40.0,0.0,SI,10.0,25.0,43.0,False,True,True,False,3.0,2156.0,300.0,40.0,0.20011370096645822,0.0016286644951140066,0.9907777436212727,0.9811320754716981
102,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Alas Peruanas - Ica,Ica          ,Instituto,Privada,3.0,1020.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,2087.0,1020.0,88.0,0.1870380898237635,0.0035830618892508143,0.968644328312327,0.9811320754716981
103,Negocios Internacionales,Administración de Negocios Internacionales,Alas Peruanas - Ica,Ica          ,Instituto,Privada,3.0,1140.0,89.0,0.0,SI,94.0,105.0,229.0,False,True,False,False,3.0,2001.0,1140.0,89.0,0.17074095129808603,0.0036237785016286646,0.9649554257608361,0.9811320754716981
104,Secretariado,Secretariado Ejecutivo,Alas Peruanas - Ica,Ica          ,Instituto,Privada,3.0,1020.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,3.0,1660.0,1020.0,95.0,0.10612090202766723,0.0038680781758957655,0.968644328312327,0.9811320754716981
105,Contabilidad y Finanzas,Contabilidad,Alas Peruanas - Ica,Ica          ,Instituto,Privada,3.0,1020.0,83.0,0.0,SI,30.0,36.0,69.0,False,True,False,False,3.0,1729.5,1020.0,83.0,0.1192912639757438,0.0033794788273615634,0.968644328312327,0.9811320754716981
106,Ciencias de la Computación,Computación e Informática,Alas Peruanas - Ica,Ica          ,Instituto,Privada,3.0,1020.0,77.0,0.0,SI,27.0,35.0,60.0,False,True,False,False,3.0,2156.0,1020.0,77.0,0.20011370096645822,0.0031351791530944625,0.968644328312327,0.9811320754716981
107,Enfermería,Enfermería Técnica,Alas Peruanas - Ica,Ica          ,Instituto,Privada,3.0,1120.0,93.0,0.0,SI,40.0,43.0,67.0,False,True,False,False,3.0,1332.0,1120.0,93.0,0.04396437369717643,0.003786644951140065,0.9655702428527513,0.9811320754716981
108,Administración de Empresas,Administración de Negocios,Alas Peruanas - Lima Instituto de Estudios Empresariales,Lima         ,Instituto,Privada,3.0,4200.0,100.0,1959.0,SI,39.0,39.0,39.0,False,False,False,False,3.0,1959.0,4200.0,100.0,0.16278188364601098,0.004071661237785016,0.8708884106978174,0.9811320754716981
109,Marketing,Marketing,Alas Peruanas - Lima Instituto de Estudios Empresariales,Lima         ,Instituto,Privada,3.0,4200.0,100.0,0.0,SI,14.0,14.0,14.0,False,True,False,False,3.0,1915.0,4200.0,100.0,0.15444381277240857,0.004071661237785016,0.8708884106978174,0.9811320754716981
110,Contabilidad y Finanzas,Contabilidad,Alas Peruanas - Lima Instituto de Estudios Empresariales,Lima         ,Instituto,Privada,3.0,4200.0,100.0,1810.0,SI,21.0,21.0,21.0,False,False,False,False,3.0,1810.0,4200.0,100.0,0.13454614364222095,0.004071661237785016,0.8708884106978174,0.9811320754716981
111,Ciencias de la Computación,Computación e Informática,Alas Peruanas - Lima Instituto de Estudios Empresariales,Lima         ,Instituto,Privada,3.0,4200.0,100.0,1568.0,SI,13.0,13.0,13.0,False,False,False,False,3.0,1568.0,4200.0,100.0,0.08868675383740762,0.004071661237785016,0.8708884106978174,0.9811320754716981
112,Administración de Empresas,Administración de Empresas,Alas Peruanas - Piura,Piura        ,Instituto,Privada,3.0,1620.0,95.0,0.0,SI,326.0,340.0,1209.0,False,True,False,False,3.0,1985.0,1620.0,95.0,0.16770892552586697,0.0038680781758957655,0.9501998155548724,0.9811320754716981
113,Secretariado,Secretariado Ejecutivo,Alas Peruanas - Piura,Piura        ,Instituto,Privada,3.0,1620.0,85.0,0.0,SI,17.0,20.0,133.0,False,True,False,False,3.0,1660.0,1620.0,85.0,0.10612090202766723,0.0034609120521172636,0.9501998155548724,0.9811320754716981
114,Contabilidad y Finanzas,Contabilidad,Alas Peruanas - Piura,Piura        ,Instituto,Privada,3.0,1620.0,90.0,0.0,SI,77.0,85.0,291.0,False,True,False,False,3.0,1729.5,1620.0,90.0,0.1192912639757438,0.0036644951140065146,0.9501998155548724,0.9811320754716981
115,Ciencias de la Computación,Computación e Informática,Alas Peruanas - Piura,Piura        ,Instituto,Privada,3.0,1520.0,90.0,0.0,SI,63.0,70.0,277.0,False,True,False,False,3.0,2156.0,1520.0,90.0,0.20011370096645822,0.0036644951140065146,0.9532739010144482,0.9811320754716981
116,Enfermería,Enfermería Técnica,Alas Peruanas - Piura,Piura        ,Instituto,Privada,3.0,2600.0,90.0,0.0,SI,50.0,55.0,188.0,False,True,False,False,3.0,1332.0,2600.0,90.0,0.04396437369717643,0.0036644951140065146,0.9200737780510299,0.9811320754716981
117,Turismo,Guía Oficial de Turismo,Alas Peruanas - Piura,Piura        ,Instituto,Privada,3.0,1620.0,75.0,0.0,SI,15.0,20.0,125.0,False,True,False,False,3.0,1672.5,1620.0,75.0,0.10848967216221338,0.0030537459283387623,0.9501998155548724,0.9811320754716981
118,Marketing,Marketing,Albert Einstein,Arequipa     ,Instituto,Privada,3.0,,0.0,0.0,NO,0.0,0.0,0.0,False,True,True,True,3.0,1915.0,3482.0,94.0,0.15444381277240857,0.003827361563517915,0.8929603442975714,0.9811320754716981
119,Negocios Internacionales,Administración de Negocios Internacionales,Albert Einstein,Arequipa     ,Instituto,Privada,3.0,,0.0,0.0,NO,0.0,0.0,71.0,False,True,True,True,3.0,2001.0,2200.0,92.5,0.17074095129808603,0.00376628664495114,0.9323701198893329,0.9811320754716981
120,Contabilidad y Finanzas,Contabilidad,Albert Einstein,Arequipa     ,Instituto,Privada,3.0,,0.0,0.0,NO,0.0,0.0,44.0,False,True,True,True,3.0,1729.5,300.0,83.0,0.1192912639757438,0.0033794788273615634,0.9907777436212727,0.9811320754716981
121,Educación Inicial,Educación Inicial,Albert Einstein,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.0648095508811825,0.003094462540716612,0.992007377805103,0.9433962264150944
122,Educación Primaria,Educación Primaria,Albert Einstein,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.16202387720295622,0.002687296416938111,0.9926221948970181,0.9433962264150944
123,Educación Secundaria,"Educación Secundaria - Ciencia, Tecnología y Ambiente",Albert Einstein,Lima         ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,240.0,94.0,0.12279704377487209,0.003827361563517915,0.9926221948970181,0.9433962264150944
124,Enfermería,Enfermería Técnica,Alberto Barton Thompsom,Cajamarca    ,Instituto,Privada,3.0,1640.0,94.0,0.0,SI,104.0,110.0,104.0,False,True,False,False,3.0,1332.0,1640.0,94.0,0.04396437369717643,0.003827361563517915,0.9495849984629573,0.9811320754716981
125,Tecnología Médica,Fisioterapia y Rehabilitación,Alberto Barton Thompsom,Cajamarca    ,Instituto,Privada,3.0,1640.0,91.0,0.0,SI,32.0,35.0,32.0,False,True,False,False,3.0,1434.5,1640.0,91.0,0.0633882888004548,0.003705211726384365,0.9495849984629573,0.9811320754716981
126,Tecnología Médica,Laboratorio Clínico,Alberto Barton Thompsom,Cajamarca    ,Instituto,Privada,3.0,1640.0,84.0,0.0,NO,22.0,26.0,22.0,False,True,False,False,3.0,1434.5,1640.0,84.0,0.0633882888004548,0.0034201954397394137,0.9495849984629573,0.9811320754716981
127,Farmacia y Bioquímica,Farmacia,Alberto Barton Thompsom,Cajamarca    ,Instituto,Privada,3.0,1640.0,90.0,0.0,SI,70.0,77.0,70.0,False,True,False,False,3.0,1272.0,1640.0,90.0,0.03259427705135494,0.0036644951140065146,0.9495849984629573,0.9811320754716981
128,Educación Inicial,Educación Inicial,Alberto Cornejo Ramos,Áncash       ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.0648095508811825,0.003094462540716612,0.992007377805103,0.9433962264150944
129,Educación Primaria,Educación Primaria,Alberto Cornejo Ramos,Áncash       ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.16202387720295622,0.002687296416938111,0.9926221948970181,0.9433962264150944
130,Educación Secundaria,Educación Secundaria - Comunicación,Alberto Cornejo Ramos,Áncash       ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,240.0,94.0,0.12279704377487209,0.003827361563517915,0.9926221948970181,0.9433962264150944
131,Educación Secundaria,Educación Secundaria - Matemática,Alberto Cornejo Ramos,Áncash       ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,240.0,94.0,0.12279704377487209,0.003827361563517915,0.9926221948970181,0.9433962264150944
132,Ciencias de la Computación,Computación e Informática,Alberto Cornejo Ramos,Áncash       ,Instituto,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,3.0,2156.0,300.0,89.0,0.20011370096645822,0.0036237785016286646,0.9907777436212727,0.9811320754716981
133,Ciencias de la Computación,Computación e Informática,Alberto Pumayalla Díaz,Pasco        ,Instituto,Pública,3.0,60.0,50.0,0.0,NO,35.0,70.0,59.0,False,True,False,False,3.0,2156.0,60.0,50.0,0.20011370096645822,0.002035830618892508,0.9981555487242545,0.9811320754716981
134,"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Alberto Pumayalla Díaz,Pasco        ,Instituto,Pública,3.0,60.0,50.0,0.0,NO,35.0,70.0,48.0,False,True,False,False,3.0,4982.0,60.0,50.0,0.7356452529846503,0.002035830618892508,0.9981555487242545,0.9811320754716981
